date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_elo_pre,away_elo_pre,elo_diff,tournament_weight,is_competitive,home_confederation,away_confederation
1974-03-15,Kuwait,United Arab Emirates,2.0,0.0,Gulf Cup,Kuwait City,Kuwait,False,1511.3627195013785,1420.1073187577454,91.25540074363312,2,True,Unknown,Unknown
1974-03-16,Bahrain,Oman,4.0,0.0,Gulf Cup,Kuwait City,Kuwait,True,1446.2707285427566,1438.3486003308385,7.922128211918107,2,True,Unknown,Unknown
1974-03-16,Qatar,Saudi Arabia,0.0,2.0,Gulf Cup,Kuwait City,Kuwait,True,1334.8853037776653,1510.205763331006,-175.3204595533407,2,True,AFC,AFC
1974-03-18,Bahrain,United Arab Emirates,0.0,4.0,Gulf Cup,Kuwait City,Kuwait,True,1473.7545413444336,1408.877070322913,64.8774710215207,2,True,Unknown,Unknown
1974-03-19,Kuwait,Oman,5.0,0.0,Gulf Cup,Kuwait City,Kuwait,False,1522.592967936211,1410.8647875291613,111.72818040704965,2,True,Unknown,Unknown
1974-03-21,Bahrain,Saudi Arabia,1.0,4.0,Gulf Cup,Kuwait City,Kuwait,True,1440.4378960293204,1522.226676847975,-81.78878081865469,2,True,Unknown,AFC
1974-03-22,Oman,Qatar,0.0,4.0,Gulf Cup,Kuwait City,Kuwait,True,1397.1759825387348,1322.864390260696,74.31159227803892,2,True,Unknown,AFC
1974-03-23,France,Romania,1.0,0.0,Friendly,Paris,France,False,1621.3024254598429,1694.8335869278226,-73.5311614679797,1,False,UEFA,Unknown
1974-03-23,Haiti,Uruguay,0.0,1.0,Friendly,Port-au-Prince,Haiti,False,1611.9034489838405,1666.2160014246706,-54.31255244083013,1,False,CONCACAF,CONMEBOL
1974-03-23,Saudi Arabia,United Arab Emirates,2.0,0.0,Gulf Cup,Kuwait City,Kuwait,True,1542.4089149328106,1442.193715638026,100.2151992947845,2,True,AFC,Unknown
1974-03-24,Kuwait,Qatar,1.0,0.0,Gulf Cup,Kuwait City,Kuwait,False,1536.2817729266374,1356.9148494199142,179.3669235067232,2,True,Unknown,AFC
1974-03-25,Haiti,Uruguay,0.0,0.0,Friendly,Port-au-Prince,Haiti,False,1600.5959860799169,1677.5234643285942,-76.92747824867729,1,False,CONCACAF,CONMEBOL
1974-03-26,Kuwait,United Arab Emirates,6.0,0.0,Gulf Cup,Kuwait City,Kuwait,False,1541.287077795375,1426.00948112547,115.27759666990482,2,True,Unknown,Unknown
1974-03-26,Qatar,Saudi Arabia,1.0,3.0,Gulf Cup,Kuwait City,Kuwait,True,1351.9095445511766,1558.5931494453666,-206.68360489419,2,True,AFC,AFC
1974-03-27,Netherlands,Austria,1.0,1.0,Friendly,Rotterdam,Netherlands,False,1700.8939402925907,1672.9054690799685,27.988471212622244,1,False,UEFA,UEFA
1974-03-27,German DR,Czechoslovakia,1.0,0.0,Friendly,Dresden,German DR,False,1827.1495592603692,1683.7113397644775,143.43821949589164,1,False,Unknown,Unknown
1974-03-27,Germany,Scotland,2.0,1.0,Friendly,Frankfurt am Main,Germany,False,1968.4511812295227,1651.2086342659654,317.2425469635573,1,False,UEFA,UEFA
1974-03-28,Jamaica,Uruguay,0.0,3.0,Friendly,Kingston,Jamaica,False,1323.2100248290858,1678.1865704005593,-354.9765455714735,1,False,Unknown,CONMEBOL
1974-03-28,Qatar,United Arab Emirates,1.0,1.0,Gulf Cup,Kuwait City,Kuwait,True,1341.411012816783,1411.693223674279,-70.28221085749578,2,True,AFC,Unknown
1974-03-29,Kuwait,Saudi Arabia,4.0,0.0,Gulf Cup,Kuwait City,Kuwait,False,1555.6033352465663,1569.09168117976,-13.488345933193614,2,True,Unknown,AFC
